2006/12/18 1790.99
2006/12/19 1785.12
2006/12/20 1777.92
2006/12/21 1766.28
2006/12/22 1748.61
2006/12/26 1753.55
2006/12/27 1763.41
2006/12/28 1758.94
2006/12/29 1756.9
2007/01/03 1759.37
2007/01/04 1792.91
2007/01/05 1785.3
2007/01/08 1787.14
2007/01/09 1795.63
2007/01/10 1816.15
2007/01/11 1834.86
2007/01/12 1844.81
2007/01/16 1842.44
2007/01/17 1827.68
2007/01/18 1793.68
2007/01/19 1796.81
2007/01/22 1779.02
2007/01/23 1773.4
2007/01/24 1802.63
2007/01/25 1777.75
2007/01/26 1772.97
2007/01/29 1775.08
2007/01/30 1777.76
2007/01/31 1792.28
2007/02/01 1791.45
2007/02/02 1798.13
2007/02/05 1795.39
2007/02/06 1793.06
2007/02/07 1810.95
2007/02/08 1810.54
2007/02/09 1785.53
2007/02/12 1778.42
2007/02/13 1783.82
2007/02/14 1814.98
2007/02/15 1823.41
2007/02/16 1821.49
2007/02/20 1833.71
2007/02/21 1839.13
2007/02/22 1846.34
2007/02/23 1839.77
2007/02/26 1830.59
2007/02/27 1756.27
2007/02/28 1761.65
2007/03/01 1753.45
2007/03/02 1726.03
2007/03/05 1712.94
2007/03/06 1743.1
2007/03/07 1736.1
2007/03/08 1746.43
2007/03/09 1744.74
2007/03/12 1756.42
2007/03/13 1722.48
2007/03/14 1743.15
2007/03/15 1744.87
2007/03/16 1742.23
2007/03/19 1758.23
2007/03/20 1767.25
2007/03/21 1806.35
2007/03/22 1799.75
2007/03/23 1794.04
2007/03/26 1802.95
2007/03/27 1789.93
2007/03/28 1770.54
2007/03/29 1771.72
2007/03/30 1772.36
2007/04/02 1773.33
2007/04/03 1796.31
2007/04/04 1801.74
2007/04/05 1812.94
2007/04/09 1808.19
2007/04/10 1816.93
2007/04/11 1798.09
2007/04/12 1813.49
2007/04/13 1816.85
2007/04/16 1833.96
2007/04/17 1834.91
2007/04/18 1832.39
2007/04/19 1832.47
2007/04/20 1845.89
2007/04/23 1850.18
2007/04/24 1858.87
2007/04/25 1881.33
2007/04/26 1889.57
2007/04/27 1891.06
2007/04/30 1867.75
2007/05/01 1873.43
2007/05/02 1889.73
2007/05/03 1895.64
2007/05/04 1895.7
2007/05/07 1895.96
2007/05/08 1899.83
2007/05/09 1905.65
2007/05/10 1875.2
2007/05/11 1898.79
2007/05/14 1888.08
2007/05/15 1871.79
2007/05/16 1891.57
2007/05/17 1884.68
2007/05/18 1896.93
2007/05/21 1911.16
2007/05/22 1916.45
2007/05/23 1904.41
2007/05/24 1874.6
2007/05/25 1889.25
2007/05/29 1899.79
2007/05/30 1918.08
2007/05/31 1928.19
2007/06/01 1928.26
2007/06/04 1933.73
2007/06/05 1932.35
2007/06/06 1914.85
2007/06/07 1882.17
2007/06/08 1906.26
2007/06/11 1901.96
2007/06/12 1890.67
2007/06/13 1913.87
2007/06/14 1924.54
2007/06/15 1942.41
2007/06/18 1944.37
2007/06/19 1941.75
2007/06/20 1922.12
2007/06/21 1941.32
2007/06/22 1921.94
2007/06/25 1912.9
2007/06/26 1908.64
2007/06/27 1933.06
2007/06/28 1931.67
2007/06/29 1934.1
2007/07/02 1954.12
2007/07/03 1965.2
2007/07/05 1981.06
2007/07/06 1988.31
2007/07/09 1989.2
2007/07/10 1971.89
2007/07/11 1984.08
2007/07/12 2021.03
2007/07/13 2032.16
2007/07/16 2028.02
2007/07/17 2041.78
2007/07/18 2037.98
2007/07/19 2052.99
2007/07/20 2035.88
2007/07/23 2036.33
2007/07/24 2000.55
2007/07/25 2011.14
2007/07/26 1986.6
2007/07/27 1956.19
2007/07/30 1973.93
2007/07/31 1932.06
2007/08/01 1945.08
2007/08/02 1966.6
2007/08/03 1918.56
2007/08/06 1954.37
2007/08/07 1961.64
2007/08/08 1987.34
2007/08/09 1936.76
2007/08/10 1925.14
2007/08/13 1934.41
2007/08/14 1901.32
2007/08/15 1864.92
2007/08/16 1846.09
2007/08/17 1888.78
2007/08/20 1893.05
2007/08/21 1910.99
2007/08/22 1936.77
2007/08/23 1931.88
2007/08/24 1961.38
2007/08/27 1947.49
2007/08/28 1899.24
2007/08/29 1954.85
2007/08/30 1963.75
2007/08/31 1988.73
2007/09/04 2020.51
2007/09/05 1994.38
2007/09/06 1998.67
2007/09/07 1958.35
2007/09/10 1960.2
2007/09/11 1988.98
2007/09/12 1988.96
2007/09/13 1998.63
2007/09/14 2000.82
2007/09/17 1983.08
2007/09/18 2035.37
2007/09/19 2041.36
2007/09/20 2032.61
2007/09/21 2049.48
2007/09/24 2057.25
2007/09/25 2076.83
2007/09/26 2088.38
2007/09/27 2096.39
2007/09/28 2091.11
2007/10/01 2116.97
2007/10/02 2115.89
2007/10/03 2103.01
2007/10/04 2105.56
2007/10/05 2149.67
2007/10/08 2163.26
2007/10/09 2171.21
2007/10/10 2176.98
2007/10/11 2140.92
2007/10/12 2177.99
2007/10/15 2158.92
2007/10/16 2151.14
2007/10/17 2179.14
2007/10/18 2187.52
2007/10/19 2131.08
2007/10/22 2157.45
2007/10/23 2205.18
2007/10/24 2188.59
2007/10/25 2161.52
2007/10/26 2194.59
2007/10/29 2203.42
2007/10/30 2207.61
2007/10/31 2238.98
2007/11/01 2197.07
2007/11/02 2213.86
2007/11/05 2200.48
2007/11/06 2223.97
2007/11/07 2169.43
2007/11/08 2106.16
2007/11/09 2034.3
2007/11/12 1982.16
2007/11/13 2066.08
2007/11/14 2038.05
2007/11/15 2024.03
2007/11/16 2048.62
2007/11/19 2021.14
2007/11/20 2029.94
2007/11/21 2006.38
2007/11/23 2028.9
2007/11/26 1989.36
2007/11/27 2033.76
2007/11/29 2102.42
2007/11/30 2089.1
2007/12/03 2067.45
2007/12/04 2059.06
2007/12/05 2099.31
2007/12/06 2127.65
2007/12/07 2130
2007/12/10 2134.88
2007/12/11 2083.72
2007/12/12 2101.36
